id,customer,product,price,sale_date
2370,James Wheeler,Camera,589.37,2024-08-23
2371,Jeffrey Maldonado DDS,Mouse,831.16,2025-07-03
2372,Anthony Johnson,Tablet,17.8,2024-02-12
2373,Brian Perez,Speaker,979.69,2024-10-28
2374,Jenna Garcia,Mouse,599.88,2025-01-19
2375,Debra Harris,Monitor,46.65,2025-02-26
2376,Dwayne Carlson,Printer,595.13,2025-01-19
2377,Jonathan Graves,Camera,239.59,2024-07-15
2378,Terry Allen,Smartphone,427.78,2024-03-19
2379,Cody Yoder,Laptop,275.17,2023-11-13
2380,John Cook,Camera,125.77,2023-12-09
2381,Billy Shelton,Tablet,453.84,2025-04-16
2382,Tracy Aguilar,Headphones,295.13,2024-07-23
2383,Brian Fuentes,Tablet,443.73,2024-09-19
2384,Sara Fox MD,Mouse,909.98,2023-11-17
2385,Eric Fitzgerald,Mouse,854.92,2024-06-27
2386,Wanda Scott,Camera,139.85,2024-07-22
2387,Adam Gomez,Speaker,960.21,2025-01-02
2388,Patricia Vincent,Tablet,798.01,2025-05-22
2389,Ashley Jennings,Headphones,625.62,2025-01-15
2390,William Chase,Laptop,670.39,2024-11-25
2391,Jonathan Sanchez,Keyboard,164.75,2025-01-24
2392,Heather Garner,Speaker,943.62,2023-12-21
2393,,Keyboard,217.34,2025-05-04
2394,Stephanie Cole,Tablet,882.1,2025-07-02
2395,Deborah Shelton,Headphones,182.97,2025-05-12
2396,Jason Mcknight,Printer,41.65,2024-03-15
2397,Joseph Cooper,Speaker,122.83,2024-10-22
2398,Jesse Donaldson,Printer,231.85,2025-03-03
2399,Wayne Porter,Tablet,787.04,2024-12-15
2400,Chris Levy,Printer,274.82,2024-10-30
2401,Elizabeth Roberts,Printer,608.25,2025-03-08
2402,Andrew Campbell,Smartphone,927.37,2024-10-08
2403,Eric Jordan,Camera,963.02,2024-11-26
2404,David Bell,Laptop,783.84,2024-02-25
2405,,Laptop,825.37,2023-11-23
2406,Devin Ferrell,Headphones,633.63,2023-12-23
2407,Angela Robinson,Tablet,165.46,2024-07-12
2408,Robert Walsh,Camera,764.35,2024-06-05
2409,Annette Green,Laptop,162.75,2024-03-09
2410,Justin Shelton,Headphones,131.75,2024-03-24
2411,Melinda Gonzalez,UNKNOWN_PRODUCT,771.53,2023-11-09
2412,Elizabeth Miller,Tablet,293.89,2024-09-19
2413,Kimberly Bennett,Monitor,378.71,2025-05-03
2414,Charles Ramos,Tablet,633.15,2024-03-17
2415,Michelle Mcdonald,Printer,427.5,2024-06-09
2416,Jason Johnson,Speaker,419.28,2024-09-13
2417,Jennifer Campos,Camera,952.32,2024-10-24
2418,David Hunt,Tablet,944.3,2023-11-03
2419,Krystal Carter,Smartphone,720.45,2025-02-04
2420,Jamie Smith,Laptop,93.93,2025-03-14
2421,Julia Brown,Headphones,439.73,2023-09-10
2422,Marie Cook,Smartphone,663.57,2023-10-12
2423,John Rivera,Mouse,67.23,2023-09-15
2424,Megan Stevenson,Printer,972.93,2023-09-09
2425,Charles Yang,Printer,874.81,2024-07-29
2426,Michael Phelps,Tablet,910.14,
2427,William Smith,Printer,614.3,2024-07-21
2428,Ashley Smith,Speaker,451.73,2024-10-16
2429,Brent Harris,Printer,628.12,2024-07-13
2430,Jill Brown,Camera,700.5,2023-10-30
2431,William Wilkins,Speaker,777.65,2025-04-08
2432,Samantha Maldonado,Laptop,46.6,2025-04-21
2433,Jessica Fields,Headphones,525.27,2023-12-15
2434,Mary Jackson,Keyboard,101.89,2025-01-25
2435,Karen Roberts,Printer,347.3,2024-12-01
2436,Katherine Contreras,Smartphone,37.61,2024-05-13
2437,Ashley Butler,Mouse,266.1,2024-06-07
2438,Jim Elliott,Monitor,729.24,2023-08-10
2439,Matthew Barry,Laptop,734.67,2024-10-28
2440,Terry Estes,Monitor,630.72,2024-07-09
2441,Destiny Holden,Smartphone,758.99,2024-04-19
2442,Kathy Bailey,Camera,304.98,2024-12-30
2443,Arthur Rios,Camera,345.59,2024-04-15
2444,Gina Espinoza,Mouse,569.94,2025-02-27
2445,Phillip Turner,Printer,846.05,2024-05-15
2446,Maria Bennett,Monitor,291.69,2024-07-11
2447,Laura Pennington,Mouse,675.71,2025-02-18
2448,Beverly Nguyen,Printer,740.14,2025-06-30
2449,Luis Powell,Printer,586.55,2023-09-03
2450,Caitlin Davis,Tablet,459.77,2023-10-18
2451,Karen Wolf,Speaker,830.15,2025-07-19
2452,Morgan Young,Smartphone,430.64,2025-05-20
2453,Steven Campos,Keyboard,451.7,2024-06-04
2454,Logan Wilson,Printer,408.73,2025-04-12
2455,Phillip Obrien,Speaker,873.29,2025-04-07
2456,Erica Hale,Speaker,996.55,2024-05-04
2457,Laura Gonzalez MD,Camera,734.4,2024-06-16
2458,Curtis Martin,Headphones,152.9,2025-03-18
2459,Cheryl Perkins,Camera,138.09,2024-11-03
2460,Christina Patrick,Printer,126.88,2025-05-15
2461,Jason Payne,Camera,42.28,2023-09-23
2462,Nicholas Bartlett,Printer,375.64,2024-11-13
2463,Ronnie Hudson MD,Mouse,853.79,2024-04-15
2464,Kristin Taylor,Tablet,not_a_price,2023-09-20
2465,James Jones,Laptop,377.75,2023-09-28
2466,Elizabeth Wilson,Monitor,not_a_price,2024-01-17
2467,Erin Walker,Headphones,785.95,2025-06-19
2468,Danielle Warner,Monitor,890.17,2023-09-20
2469,Tracy Jones,Camera,12.06,2024-09-25
2470,Tara Porter,Laptop,871.72,2024-05-19
2471,Michael Rodriguez,Mouse,316.6,2024-07-11
2472,Deborah Johnson,Tablet,783.54,2024-04-05
2473,George Hubbard,Mouse,141.48,2023-11-11
2474,Morgan Glass,Camera,764.06,2024-11-28
2475,Cynthia Jones,Headphones,867.68,2025-06-24
2476,Michele Cannon,Mouse,667.86,2023-08-27
2477,Dr. Linda Salazar,Keyboard,901.24,2023-09-29
2478,Theresa Nelson,Smartphone,958.5,2023-09-01
2479,Jordan Santos,Monitor,649.46,2024-06-12
2480,Samuel Mata,Smartphone,576.27,2023-08-17
2481,Raymond Shepherd,Monitor,565.43,2024-08-26
2482,Melanie Rojas,Printer,94.3,2024-09-08
2483,Ralph Dominguez,Printer,581.09,2024-06-11
2484,Chad Kim,Mouse,526.54,2025-05-18
2485,Mrs. Cheryl Kim,Printer,897.9,2023-09-13
2486,Kevin Perez,Printer,not_a_price,2025-01-29
2487,Rebecca Bradley,Keyboard,831.39,2025-07-26
2488,Nathan Hess,Mouse,449.79,2023-09-27
2489,Christopher Williams,Mouse,327.23,2024-04-13
2490,Dana Carter,UNKNOWN_PRODUCT,863.35,2024-10-18
2491,Bryan Jones,Headphones,420.79,2024-01-31
2492,Kathleen Moss,Tablet,388.19,2024-04-18
2493,Connie Marquez,Laptop,546.36,2025-06-20
2494,Eileen Valdez,Headphones,263.0,2024-08-21
2495,Michael Gordon,Monitor,952.64,2023-09-10
2496,Michele Howell,Smartphone,618.33,2024-02-22
2497,Chad Daugherty,Smartphone,716.17,2024-01-17
2498,Christine Watson,Laptop,326.84,2025-03-20
2499,William Hale,Tablet,265.35,2024-11-19
2500,Brian Porter,Laptop,61.36,2023-08-26
2501,James Wilcox,Mouse,590.17,2023-10-02
2502,Leonard Simpson,Printer,391.2,2025-04-23
2503,Andrew Harris,Smartphone,325.15,2023-12-14
2504,Anthony Torres,Laptop,489.33,2024-08-31
2505,,Keyboard,914.6,2025-05-15
2506,Susan Patrick,Keyboard,765.35,2024-10-06
2507,Glenda Calderon,Headphones,311.57,2024-06-14
2508,Nicholas Moss,Laptop,847.82,2023-09-12
2509,James Griffith,Headphones,379.57,2024-12-09
2510,Teresa Ford,Keyboard,542.16,2024-09-23
2511,Kelly Martin,UNKNOWN_PRODUCT,457.22,2024-05-06
2512,Tammy Anderson,Mouse,296.36,2023-08-13
2513,Tiffany Miller,Smartphone,69.57,2024-01-31
2514,Gail Foster,Monitor,601.89,2024-10-24
2515,Matthew Patton,Speaker,999.25,2025-03-16
2516,Becky Carroll,Keyboard,589.31,2024-03-23
2517,Christopher Ford,Smartphone,169.8,2024-06-18
2518,Vincent Castillo,Laptop,307.63,2025-04-10
2519,Anthony Mcmillan,Laptop,832.19,2024-02-20
2520,Emily Brown,Monitor,879.5,2023-12-11
2521,Desiree Booth,Printer,957.84,2023-11-02
2522,Bridget Williamson,Tablet,638.82,2023-09-07
2523,Andrew Cohen,Camera,280.28,2025-04-22
2524,Amanda Love,Tablet,348.21,2023-09-15
2525,Deanna Scott,Mouse,335.17,2024-12-09
2526,Heather Higgins,UNKNOWN_PRODUCT,649.98,2024-10-14
2527,Billy Wallace,Smartphone,902.43,2024-08-09
2528,Gabriel Watson,Speaker,560.23,2025-03-25
2529,Martin Liu,Camera,764.84,2023-11-14
2530,Richard Rogers,Laptop,543.26,2024-05-26
2531,Julie Beltran,Camera,675.52,2024-10-29
2532,Andrew Conrad,Speaker,829.19,2025-05-29
2533,Lee Morton,Headphones,840.75,2024-08-09
2534,Katie Perkins,Smartphone,133.52,2024-04-09
2535,Ronald Johnson,Keyboard,450.13,2025-01-13
2536,Zachary Miller,Smartphone,760.84,2023-09-27
2537,Courtney Gordon,Tablet,199.6,2024-09-24
2538,Jennifer Quinn,Monitor,810.33,2025-04-12
2539,Amber Kennedy,UNKNOWN_PRODUCT,967.62,2024-08-19
2540,Derrick Huff,Mouse,217.0,2024-03-03
2541,David Saunders,Speaker,119.84,2024-04-22
2542,Paul Wilson,Printer,499.07,2024-01-25
2543,Shirley Cox,Mouse,675.45,2024-04-15
2544,Suzanne Valdez,Headphones,74.71,2024-10-17
2545,Jason Hudson,Laptop,136.16,2025-03-28
2546,Joshua Frank,Keyboard,882.19,2024-05-25
2547,Brenda Green,Monitor,199.93,2024-02-27
2548,Brad Fisher,Printer,618.31,2025-07-20
2549,Mackenzie Barton,Camera,11.94,2025-05-20
2550,Alexis Martinez,Smartphone,855.32,2024-02-10
2551,Tara Newton,Speaker,281.3,2023-11-02
2552,Jeffrey Vaughn,Camera,500.62,2025-07-25
2553,Sean Sellers,Smartphone,884.96,2025-05-24
2554,James Hawkins,Monitor,919.21,2025-01-03
2555,Steven Villanueva,Tablet,15.11,2024-10-07
2556,Wendy Williams,Laptop,881.3,2025-01-23
2557,Jerry Ortiz,Keyboard,978.31,2024-06-25
2558,Donna Woods,Laptop,917.83,2023-11-08
2559,Ralph Hendricks,Tablet,317.7,2025-06-16
2560,Steven Watkins,Laptop,37.59,2024-04-28
2561,Jamie Gonzales,Smartphone,596.61,2024-08-07
2562,Theresa Davis,Tablet,842.1,2024-03-06
2563,Justin Merritt,Camera,245.98,2024-09-28
2564,Jessica Morris,Smartphone,823.42,2024-03-21
2565,Charles Cervantes,Keyboard,944.11,2025-01-20
2566,Christine Stone DDS,Mouse,444.14,2024-10-24
2567,Dustin Wilson,Camera,583.15,2024-02-18
2568,Stephen Roberts,Smartphone,917.55,2025-06-02
2569,Nicole Middleton DDS,Laptop,784.82,2023-11-13
2570,Ryan Fischer,Camera,64.24,2023-08-21
2571,Toni Fernandez,Speaker,75.13,2025-03-08
2572,Ronnie Johnson,Printer,61.68,2023-12-28
2573,Laura Dennis,Speaker,104.87,2024-08-16
2574,Elizabeth Rodriguez,Keyboard,865.94,2024-12-30
2575,Jill Reynolds,Mouse,20.5,2024-02-10
2576,Wendy Dennis,Speaker,881.14,2023-10-26
2577,Bob Mcguire,Tablet,654.41,2025-01-14
2578,Jonathon Hill,Smartphone,459.54,2024-11-04
2579,,Keyboard,116.93,2024-03-19
2580,Jessica Randolph,Mouse,791.52,2025-03-04
2581,Ryan Guerrero,Mouse,134.72,2025-05-04
2582,Mark Smith,Tablet,426.8,2023-11-10
2583,Tony Nunez,Camera,194.06,2024-02-11
2584,Robert Gross,Smartphone,69.89,2024-02-24
2585,Shawn Tapia,Speaker,517.99,2025-04-19
2586,April Jones,Tablet,318.08,2024-09-12
2587,Christopher Barnes,Headphones,155.93,2024-02-10
2588,Kevin Little,Tablet,298.15,2024-07-20
2589,Catherine Evans,Printer,590.58,2024-01-18
2590,John Robles,Smartphone,245.01,2024-05-14
2591,John Davis,Printer,860.12,2023-10-23
2592,Nicole Mitchell,Keyboard,976.75,2025-07-10
2593,Matthew Wilson,Keyboard,787.41,2024-07-06
2594,Brian Terry,Camera,697.83,2024-12-29
2595,Karen Ballard,Mouse,695.49,2024-07-24
2596,David Carter,Mouse,963.43,2024-08-06
2597,Rachel Brown,Speaker,335.33,2025-02-16
2598,Evan Myers,Smartphone,500.97,2024-06-20
2599,Thomas Adams,Keyboard,696.29,2025-01-15
2600,Robert Parker,Keyboard,246.63,2024-05-27
2601,Carol Harris,Tablet,809.2,2024-11-01
2602,Lisa Rivera,Speaker,192.4,2024-10-17
2603,Nathan Lang,Tablet,19.79,2023-10-06
2604,Susan Wang,Printer,124.04,2024-09-09
2605,Kelly Cox,Keyboard,635.02,2023-12-25
2606,Joseph Heath,Tablet,not_a_price,2024-01-16
2607,Susan Rivera,Monitor,182.41,2024-01-06
2608,Teresa Johnson,Headphones,346.42,2023-08-16
2609,Ashley Sanders,Headphones,204.03,2024-07-21
2610,Eric Hall,Monitor,not_a_price,2025-02-16
2611,Dominic Martinez,Speaker,658.32,2025-02-25
2612,Bonnie Yang,Tablet,936.75,2024-02-15
2613,Benjamin Bowen,Keyboard,375.94,2025-02-09
2614,Adrian Greer,Headphones,941.75,2024-10-17
2615,Noah Sparks,Mouse,882.85,2023-12-22
2616,Emily Morris,Laptop,127.31,2024-08-10
2617,Donald Harris,Headphones,796.95,2024-02-11
2618,Kaitlin Carter,Speaker,697.41,2023-10-09
2619,Kristina Webb,Speaker,977.21,2025-05-26
2620,Dana Smith,Smartphone,765.45,2024-07-30
2621,Jake Payne,Printer,301.24,2023-10-20
2622,William Sanders,Keyboard,62.73,2024-01-18
2623,Justin Day,Headphones,852.99,2024-04-01
2624,Vanessa Davis,Camera,217.15,2023-12-03
2625,Katherine Wright,Camera,793.09,2023-11-13
2626,Kara Sharp,Headphones,513.53,2024-09-19
2627,Randall King,Printer,380.52,2024-03-16
2628,Chris Morris,Headphones,328.6,2024-09-18
2629,Aaron Vaughn,Camera,718.49,2025-02-03
2630,Kimberly Edwards,Monitor,585.37,2024-11-20
2631,Michael Robertson,Mouse,653.24,2025-04-20
2632,Angela Garcia DDS,Keyboard,457.56,2024-05-02
2633,Carla Goodman,Keyboard,312.94,2023-12-01
2634,Wesley Williams,Mouse,165.64,2024-06-07
2635,Robert Freeman,Monitor,555.05,2025-01-30
2636,Jennifer Phillips,Laptop,302.1,2024-06-15
2637,Thomas Rhodes,Keyboard,588.12,2024-08-17
2638,Jacqueline Santos,Mouse,343.01,2023-11-13
2639,Christine Mendez,Speaker,414.86,2025-01-05
2640,Danielle Ford,UNKNOWN_PRODUCT,280.29,2025-06-16
2641,Michelle Phelps,Keyboard,272.97,2023-11-08
2642,Sandra Smith,Laptop,301.57,2024-06-01
2643,Austin Rowland,Printer,647.22,2024-03-16
2644,Michael Medina,Keyboard,107.43,2024-03-30
2645,John Moore,Smartphone,550.57,2024-04-14
2646,Courtney Fuller,Tablet,257.52,2025-06-10
2647,Robert Parrish,Monitor,198.74,2024-10-02
2648,Marcus Powell,Headphones,998.42,2024-02-04
2649,Mary Jones,Printer,913.26,
2650,Diana Baker,Monitor,824.09,2023-10-15
2651,Laurie Miranda,Speaker,946.36,2024-03-30
2652,Leslie Ramirez,Smartphone,477.28,2025-03-14
2653,Mary Kennedy,Headphones,866.81,2023-12-02
2654,Virginia Davis,Keyboard,479.69,2025-03-11
2655,Christopher Baxter,Printer,760.05,2024-03-25
2656,Amy Hunt,Camera,347.25,2024-06-18
2657,Erin Mason,Keyboard,434.51,2023-10-26
2658,Jamie Cruz,Speaker,217.49,2024-07-13
2659,Joseph Schmidt,Printer,39.8,2025-05-08
2660,Tina Dougherty,Headphones,312.52,2025-04-02
2661,Sara Castro,Camera,812.3,2024-07-25
2662,Melissa Grant,Tablet,233.24,2024-06-15
2663,Alexander Diaz,Speaker,765.21,2024-07-07
2664,,Monitor,332.82,2024-09-14
2665,Dr. Janet White PhD,Headphones,162.15,2023-08-09
2666,Joseph Smith,Tablet,572.51,2024-03-15
2667,Jacob King,Mouse,578.14,2025-06-05
2668,Amanda Hill,Speaker,212.16,2024-07-16
2669,Michael King,Printer,392.57,2024-11-01
2670,Samantha Roy,Tablet,573.82,2025-06-10
2671,Lynn Henry DDS,Monitor,102.31,2025-05-02
2672,Rhonda Johnson,Printer,185.86,2023-08-23
2673,Brittany Fitzgerald,Mouse,493.73,2025-04-29
2674,Jason Singleton,Laptop,912.23,2023-09-11
2675,Amy Davis,Keyboard,240.71,2024-09-02
2676,Mrs. Lisa Smith,Laptop,460.12,2025-04-05
2677,Emily Fletcher,Smartphone,180.11,2025-05-25
2678,Terry Black,Speaker,397.19,2025-06-19
2679,Ryan Caldwell,Headphones,541.09,2023-09-18
2680,Kathryn Daniel,Laptop,395.1,2023-10-02
2681,Donald Gonzalez,Keyboard,138.63,2024-08-05
2682,Paul Massey,Speaker,819.72,2023-08-04
2683,Gregory Peterson,Headphones,607.67,2024-09-20
2684,Kylie Ford,Mouse,210.94,2023-10-25
2685,Nicholas Lopez,Camera,not_a_price,2024-10-07
2686,Pamela Kramer,Camera,73.33,2024-01-08
2687,Brad Ramsey,Keyboard,530.6,2024-01-29
2688,Maria Valenzuela,Camera,465.6,2023-12-19
2689,Brandi Brown,Laptop,295.03,2024-12-30
2690,Charles Stewart,Camera,353.31,2024-01-14
2691,Stephen Thompson,Monitor,397.18,2024-03-04
2692,Deborah Burns,Headphones,420.9,2024-09-28
2693,Martin Cole,Mouse,735.91,2024-11-05
2694,Amanda Davenport,Headphones,701.54,2024-05-09
2695,Christine Park,Smartphone,247.3,2024-04-11
2696,Rebecca Clark,Monitor,883.73,2024-12-25
2697,Sandra Bauer,Laptop,701.06,2023-10-07
2698,Deanna Mcdonald,Keyboard,909.65,2023-08-24
2699,Matthew Lopez,Printer,130.02,2023-11-12
2700,Jacqueline Gray,Laptop,509.35,2024-10-05
2701,Michael Soto,Speaker,456.43,2025-04-28
2702,Jason Cook,UNKNOWN_PRODUCT,54.19,2024-11-17
2703,Thomas Torres,Speaker,350.22,2024-07-08
2704,,Keyboard,402.71,2024-06-30
2705,Jessica Ross,Headphones,333.84,2025-04-02
2706,Jake Morgan,Camera,466.74,2024-12-10
2707,Wesley Rich,Keyboard,716.45,2025-02-09
2708,Katie Fisher,Camera,822.22,2025-02-17
2709,Jennifer Johnson,Headphones,840.11,2024-08-10
2710,Stacie Sanford,Headphones,301.2,2025-06-21
2711,William Walton,Speaker,176.77,2023-11-04
2712,Tyler Waller,Smartphone,680.61,2024-03-15
2713,Rebecca Ellis,Tablet,186.16,2023-11-30
2714,Charles Andrade,Printer,224.0,2024-03-09
2715,David Harris,Printer,644.6,2023-10-06
2716,Michael Singleton,Laptop,396.71,2024-05-01
2717,Gregory Ruiz,UNKNOWN_PRODUCT,602.22,2024-12-16
2718,Susan Barnett,Keyboard,929.53,2025-03-31
2719,,Keyboard,207.99,2023-11-03
2720,Brandi Mejia,Smartphone,343.75,2025-05-19
2721,Monica Coleman,Laptop,228.36,2024-05-15
2722,,Headphones,726.77,2024-10-03
2723,Lee Tate,Tablet,329.45,2024-04-27
2724,Rodney Bishop,Mouse,215.05,2025-02-01
2725,Maria Taylor,Speaker,129.6,2023-12-17
2726,Jeffrey Morgan,Tablet,330.13,
2727,Dustin Hughes,Smartphone,395.29,2025-03-24
2728,Tyler Fisher,Laptop,661.38,2023-11-29
2729,Sandra Marshall,Mouse,375.29,2023-10-01
2730,Ashley Huffman,Keyboard,416.99,2025-03-11
2731,Francis Andrews,Camera,983.27,2024-05-08
2732,John Choi,Printer,793.35,2024-05-21
2733,Elizabeth Green,Mouse,179.74,2024-11-07
2734,Rebekah Cole,Mouse,331.11,2024-04-30
2735,George Nichols,Speaker,681.12,2024-04-24
2736,Veronica Schmidt,Headphones,338.73,2024-05-08
2737,Brittany Rogers,Tablet,978.24,2025-06-14
2738,Christina Hess,Laptop,341.75,2025-01-14
2739,Anthony Campbell,Mouse,454.42,2023-10-29
2740,Jacob Small DDS,Keyboard,508.39,2024-02-02
2741,Edward Fuentes,Smartphone,240.28,2024-09-01
2742,Howard Smith,Laptop,315.76,2024-03-26
2743,Linda Howard,Keyboard,623.57,2023-08-28
2744,Danielle Miller,Tablet,503.74,2023-10-10
2745,Mackenzie Jordan,UNKNOWN_PRODUCT,212.34,2024-02-18
2746,Melissa Sanchez,Tablet,142.92,2025-03-27
2747,Morgan Mills,Smartphone,525.66,2024-07-02
2748,Jake Thomas,Monitor,753.05,2025-07-16
2749,Sonia Reyes,Tablet,349.3,2025-07-18
2750,Timothy Curry,Smartphone,907.57,2024-06-05
2751,Trevor Scott,Keyboard,803.44,2024-11-21
2752,Sara Hamilton,Keyboard,611.98,2023-10-26
2753,Dean Turner,Tablet,191.71,2024-08-11
2754,Dana Lindsey,Laptop,871.17,2024-05-01
2755,Philip Kim,Keyboard,61.59,2025-01-28
2756,Destiny Powers,Keyboard,134.31,2024-10-16
2757,Megan Nelson,Printer,832.91,2024-05-25
2758,Jason Anderson,Keyboard,512.35,2024-02-13
2759,Vanessa Flores,Camera,318.35,2024-01-10
2760,Frederick Brown,Keyboard,429.78,2024-02-28
2761,Samantha Matthews,Monitor,292.5,2024-11-08
2762,James Spears,Keyboard,279.14,2023-08-11
2763,Gregory Wallace,Laptop,951.5,2024-07-04
2764,Christine Wolfe,Speaker,176.09,2024-12-05
2765,Andrew Phelps,Printer,613.3,2025-07-09
2766,Kristina Reed,Headphones,821.41,2023-12-31
2767,Mrs. Dorothy Stewart,Smartphone,764.31,2024-12-07
2768,Mario Jackson,Laptop,761.27,2024-04-15
2769,Zachary Johnson,Mouse,541.83,2025-07-13
2770,Katherine Young,Headphones,264.72,2025-06-05
2771,Lawrence Atkinson,Camera,290.39,2023-10-11
2772,Willie Duncan,Camera,81.22,2023-12-10
2773,Richard Navarro,Camera,203.76,2024-05-21
2774,Paul Barnes,Smartphone,22.71,2024-10-13
2775,Jack Garcia,Tablet,496.54,2025-05-09
2776,Pamela Stewart,Speaker,970.79,2024-08-27
2777,Scott Simpson,Camera,314.73,2024-07-06
2778,,Laptop,414.7,2023-12-09
2779,Joseph Cook,Speaker,932.81,2024-07-06
2780,Terry Reyes,Speaker,957.53,2024-11-21
2781,Jennifer Fields,Tablet,514.51,2024-10-27
2782,Manuel Duarte,Tablet,699.49,2024-10-13
2783,Theresa Nguyen,Speaker,738.31,2024-01-31
2784,Kaitlyn Davis,Smartphone,922.25,2024-04-28
2785,Sophia Valdez,Smartphone,700.5,2024-09-08
2786,Sarah Martin,Monitor,609.38,2024-04-27
2787,Casey Giles,Headphones,261.75,2025-06-05
2788,Edward Kline,Headphones,22.21,2023-12-31
2789,David Morrison,Speaker,403.69,2025-07-25
2790,Valerie Porter,Laptop,523.35,2023-10-22
2791,Erin Mora,Speaker,174.17,2023-11-26
2792,Victor Smith,Monitor,505.64,2023-08-25
2793,Sharon Cowan,Speaker,590.22,2025-04-23
2794,Jason Green,Laptop,118.18,2025-01-06
2795,Ricardo Holland,Tablet,816.09,2024-08-26
2796,John Barber,Keyboard,930.72,2024-03-03
2797,Rodney Mack,Monitor,16.36,2024-04-23
2798,Kayla Banks,Camera,11.56,2024-06-10
2799,Charles Baker,Speaker,529.71,2025-03-27
2800,Ashley Jackson,Speaker,178.93,2024-05-29
2801,Thomas Pope,Headphones,206.04,2024-01-02
2802,Martin Jones,Laptop,456.15,2025-05-20
2803,David Green V,Headphones,208.93,2024-06-22
2804,Melissa Carroll,Keyboard,266.76,2024-10-09
2805,Brittany Roberts,Speaker,446.32,2024-01-10
2806,Jack Carter,Laptop,869.68,2025-06-22
2807,Mark Alvarez,Monitor,94.85,2024-06-18
2808,Patrick Neal,Laptop,348.73,2023-11-17
2809,James Walsh,Camera,490.34,2023-08-22
2810,Eric Silva,Smartphone,70.45,2024-02-07
2811,Nichole Ferrell,Smartphone,668.67,2024-05-24
2812,Carolyn Cooper,Smartphone,105.87,2023-11-23
2813,Emily Brooks,Smartphone,381.91,2025-04-25
2814,Mr. Joseph Thompson,Monitor,932.81,2025-05-18
2815,Travis Peterson,Tablet,608.33,2024-03-15
2816,Donald Strickland,Tablet,999.45,2025-02-28
2817,Heather Stevens,Tablet,668.43,2025-05-30
2818,Sara Singleton,Smartphone,975.55,2025-02-24
2819,Crystal Harris,Laptop,13.05,2024-11-29
2820,Brett Rivera,Speaker,727.97,2023-09-20
2821,Kimberly Figueroa,Headphones,35.42,2025-04-30
2822,Amy Knight,Printer,286.67,2024-01-30
2823,Patrick Norris,Keyboard,374.75,2024-11-19
2824,Michael Bryant,Camera,519.76,2023-08-31
2825,Kristen Davis,Smartphone,986.32,2023-12-18
2826,Amy Leach,Tablet,26.46,2024-08-17
2827,Darren Willis,Smartphone,969.9,2024-09-29
2828,Joshua Harrington,Camera,241.22,2024-03-22
2829,Christina Wilson,Mouse,796.02,2023-10-01
2830,Joshua Lewis,Camera,987.0,2024-07-23
2831,Lauren Callahan,Laptop,736.93,2023-10-22
2832,Paula Lee,Keyboard,714.82,2025-03-13
2833,Joy Smith,Mouse,787.01,2025-02-03
2834,Katherine Thompson,Smartphone,136.58,2024-08-06
2835,Tiffany Evans,Monitor,834.03,2025-04-26
2836,Donald Hoffman,Camera,176.37,2024-03-14
2837,William Bautista,Laptop,487.35,2024-07-23
2838,William Ruiz,Keyboard,219.52,2023-11-29
2839,Jeffrey Torres,Laptop,114.41,2025-06-08
2840,Mark Ryan,Smartphone,168.63,2023-12-13
2841,Pamela Lewis,Speaker,768.65,2024-08-02
2842,Joseph Garcia,Monitor,669.27,2024-03-08
2843,Laura Moore,Laptop,668.82,2023-11-24
2844,Rachel Phelps,Camera,99.54,2024-10-21
2845,Tyler Zavala,Keyboard,932.46,2024-11-21
2846,Penny Adams,Mouse,74.02,2025-06-13
2847,Scott Torres,Speaker,657.38,2023-11-15
2848,Hector Mcgee,Speaker,810.36,2024-06-25
2849,James Butler,Laptop,298.07,2025-02-09
2850,Wayne Gomez,Tablet,743.18,2025-03-12
2851,Pamela Smith,Laptop,577.11,2024-12-28
2852,Mitchell Phillips,Tablet,954.53,2024-05-01
2853,Richard Nguyen,Smartphone,317.69,2024-09-14
2854,Daniel Shaw,Keyboard,848.65,2025-04-19
2855,David Nguyen,Tablet,773.57,2024-07-17
2856,Julie Maddox,Headphones,524.55,2023-09-04
2857,Melissa Stout,UNKNOWN_PRODUCT,115.52,2024-07-23
2858,Lawrence Brooks,Tablet,153.25,2023-10-15
2859,Desiree Wood,Keyboard,504.83,2025-06-07
2860,Chad Brady,Mouse,290.56,2024-03-26
2861,Jennifer Hernandez,Smartphone,602.89,2023-11-19
2862,Curtis Miller,Laptop,280.72,2024-01-28
2863,Pamela Green,Mouse,483.5,2024-08-24
2864,Alex Barton,Camera,298.58,2023-09-20
2865,Michelle Edwards,Smartphone,981.33,2025-04-16
2866,Jill Wilkerson,Keyboard,849.59,2023-12-14
2867,Joel Cook,Keyboard,703.4,2024-12-09
2868,Dawn Adkins,Headphones,858.21,2023-08-18
2869,Jason Foster,Monitor,984.55,2024-07-22
2870,Joseph Durham,Headphones,991.15,2024-08-10
2871,Jeffrey Johnson,Tablet,428.21,2024-08-04
2872,Rachel Vasquez,Tablet,760.14,2024-09-25
2873,Morgan Cunningham,Printer,729.49,2025-07-14
2874,Kim Lindsey,Keyboard,704.1,2025-04-11
2875,Thomas Bishop,Laptop,139.59,2025-07-27
2876,Pamela Jordan,Mouse,867.2,2024-02-20
2877,Spencer Stevenson,Monitor,462.96,2024-11-19
2878,Matthew Morgan,Headphones,447.46,2024-08-21
